,gene,slope,intercept,slope_pval,intercept_pval,-log10(slope_pval),-log10(intercept_pval)
UTS2,UTS2,-0.004324185595746252,0.003669361760065354,0.5166037183957304,0.8547992402758419,0.2868424721988312,0.0681358724978562
RBP7,RBP7,0.0363897599676513,-0.14784639504304425,0.05969555595461278,0.011985318935472734,1.224057998790693,1.9213504046780587
ANGPTL7,ANGPTL7,0.000218696952934235,-0.004244886613437772,0.8453757201853113,0.21153961967579285,0.07295022958597286,0.6746082807941811
PTCHD2,PTCHD2,-0.002591385650784479,-0.008275296868838591,0.618014480042345,0.5970638611917762,0.20900134929821196,0.22397921480041905
RP1-69M21.2,RP1-69M21.2,0.017937458934775195,-0.05700063732706244,0.12603789655013714,0.10686332897346008,0.8994988533899073,0.9711713009346491
FBXO2,FBXO2,-0.021686914104221716,0.008963444981372835,0.3310121068575258,0.8935065852459527,0.4801561214953986,0.04890224234642852
NPPB,NPPB,0.013882155608795695,0.03952994688362614,0.7122353654050471,0.727291623704807,0.14737646562534668,0.1382914142156266
DHRS3,DHRS3,-0.017597516086820662,0.12515697950502377,0.5434090827638345,0.15397779433144684,0.26487310688013066,0.8125419057522963
RP11-474O21.5,RP11-474O21.5,0.005380785188055087,-0.008629439827610316,0.4975921347018035,0.7176425010296783,0.3031264930330774,0.14409184892705712
PRAMEF12,PRAMEF12,0.01399422496529121,-0.06927735335477588,0.4645564205468522,0.2309783264114123,0.3329615332437593,0.6364287697248635
LRRC38,LRRC38,0.02001547902874195,0.0028939282619207863,0.3542522123412346,0.9644135632242132,0.4506874288586527,0.015736690463796114
PDPN,PDPN,0.031895977045269044,-0.05014995057480866,0.1827101184869507,0.48453185476848504,0.7382374007516515,0.3146776656815196
FHAD1,FHAD1,0.010316477404879211,-0.022249340033049125,0.5598646790611138,0.6761385290962272,0.2519169305631008,0.1699643155102377
RP4-680D5.8,RP4-680D5.8,0.0012466218509836152,0.00835183332791616,0.8465775393748838,0.6671074769244527,0.07233325801526394,0.17580419175809858
C1orf64,C1orf64,-0.015473238234354205,0.036646921317674025,0.0708936863029312,0.1535772636888549,1.149392440781579,0.8136730745737057
HSPB7,HSPB7,-0.002534911678196093,-0.0026586990063863073,0.46736975535144243,0.7998624640315819,0.3303393953005919,0.09698468331708264
U1,U1,-0.00034043604960602627,0.00428305018330321,0.8782434795654882,0.5228633080283246,0.05638506590170993,0.28161183374873383
RP11-108M9.6,RP11-108M9.6,0.014868817678276617,-0.032879161445453456,0.2661083568002309,0.41322953078590197,0.5749414867592498,0.3838086498845286
MFAP2,MFAP2,0.04594067554922272,-0.09131930779199775,0.028998582686299953,0.1454029597867548,1.5376232278445248,0.837426752995741
PADI2,PADI2,-0.010978118028589189,0.06717452616705193,0.5064352294185949,0.17939761220100575,0.29547609088579385,0.7461833417536234
PADI3,PADI3,-0.0008091807585921949,-0.00879753355960279,0.9090521644525734,0.6802764252709247,0.041411194793555636,0.16731457909404274
ACTL8,ACTL8,0.01060664396553732,0.0032736806131472037,0.3324320520165993,0.9206020062901734,0.4782971096085639,0.035928082972566
IGSF21,IGSF21,0.00340719293860816,-0.01599538390338888,0.2446625846967753,0.07185505173747377,0.6114324405465931,1.143542693575893
RNF186,RNF186,0.018445686604778216,-0.06424603389021707,0.013733175409299145,0.004685138897588777,1.8622290328077138,2.3292775293093566
PLA2G2A,PLA2G2A,0.033803284607637256,-0.12644278388632646,0.18869524921307418,0.1038329826857614,0.7242390339448699,0.9836646703494761
CAMK2N1,CAMK2N1,0.00404785388130831,0.1591356127199922,0.9039787742174338,0.11879479246508513,0.043841766812762493,0.9252025968400727
CDA,CDA,0.013258399665397755,-0.012890818630040707,0.6530745090491914,0.8845550589015942,0.18503726738811246,0.05327512936484553
PINK1-AS,PINK1-AS,-0.0020292946287800723,-0.01021375462844264,0.8317173617148936,0.7226055587294011,0.08002423272573138,0.14109870189307294
LDLRAD2,LDLRAD2,0.0021627485368990213,-0.01633667150500117,0.3887098566584307,0.03317802396077815,0.410374446664611,1.4791494835463082
HSPG2,HSPG2,0.01907386691387176,-0.168368822399202,0.46317866414639963,0.03424273790076289,0.3342514541530241,1.4654315183039905
ID3,ID3,-0.002932572119709789,0.08095149824851931,0.891842154888159,0.21540315704842844,0.04971200361387232,0.6667479357703312
NCMAP,NCMAP,0.004981210302834031,-0.015558982327877056,0.4826873923023769,0.4666940597199458,0.31633404471769805,0.3309677269641413
C1orf63,C1orf63,0.023553513103736507,-0.21147197720246183,0.23561215459569582,0.0006809624901081164,0.627802309225845,3.16687680994877
RHD,RHD,-0.0026938467039868573,0.002767429134657502,0.08305040914540475,0.5503224811267824,1.0806582236682896,0.2593827455390456
RP1-125I3.2,RP1-125I3.2,0.002450047631413684,-0.015665992561803527,0.4872082459137631,0.14281950640737426,0.3122853699553531,0.8452124722059643
TRIM63,TRIM63,-0.0046623063375447246,-0.014612018220959961,0.4482188089601248,0.4301288972152296,0.34850992277597576,0.3664013793953638
SH3BGRL3,SH3BGRL3,0.03494778322347475,0.057651540102699766,0.02783532142934703,0.22226261711642098,1.5554037592973788,0.6531335761912318
SFN,SFN,-0.04273344075418281,0.09262392852997899,0.25056675482990426,0.4071928873274586,0.6010765516647306,0.3901998166767367
NR0B2,NR0B2,-0.0072022645585083905,-0.024738548853657744,0.2934123012941921,0.231454585957482,0.5325216823393729,0.6355342098420796
TRNP1,TRNP1,-0.03725345880280305,-0.03918416062887158,0.11138921218169391,0.5749698787826247,0.9531568676616211,0.24035490630365836
FGR,FGR,-0.0005551908099805177,0.0024031926568577806,0.5484412957068481,0.38916944004254084,0.26086985179939026,0.409861270515654
IFI6,IFI6,0.03483366175735841,-0.6877453718518765,0.4588723878339471,7.085733189555745e-06,0.3383080747353696,5.149615204879673
SESN2,SESN2,0.030151007338415407,-0.12419463164366937,0.34403173089900285,0.19699872853404407,0.4634014995249353,0.7055365768456687
SNHG12,SNHG12,-0.012543171281592684,0.02241588779806126,0.7474749058097274,0.8484620263894138,0.12640338287149158,0.0713675901154043
RNU11,RNU11,0.00045845636965975874,-0.007885066184797005,0.9423693287899206,0.6799466979953817,0.025778857270530798,0.16752513093168878
MATN1,MATN1,-0.015512420036609747,0.026480674855044108,0.024643852397720663,0.1969181411070726,1.6082914010410774,0.7057142725882484
MATN1-AS1,MATN1-AS1,0.013101103916606675,-0.020349054792164124,0.2971653430239363,0.589700684342926,0.5270018416514098,0.2293683682266295
RP5-1125N11.1,RP5-1125N11.1,0.002050657506465394,-0.010279695718787224,0.6385582161199685,0.4350594551253023,0.19479950280600564,0.36145138840533725
FABP3,FABP3,-0.026449657550289274,0.012899594586655091,0.18196977542497633,0.8277612529533607,0.7400007408952175,0.08209490654408387
SERINC2,SERINC2,0.022962836542614107,0.04360639833878555,0.3263176894381643,0.5351040502504312,0.48635938279456553,0.27156176179951547
TINAGL1,TINAGL1,0.06384339167755367,-0.04788925614783677,0.02902236960450784,0.5801117645709271,1.537267131383158,0.2364883270226159
COL16A1,COL16A1,0.018385220116729956,-0.13908766673733092,0.2571484295143226,0.005512447971074714,0.5898161237066724,2.25865549656842
BAI2,BAI2,0.03352116864316787,-0.11466147241589732,0.10443387586150263,0.06597157962016746,0.9811586036964489,1.1806431170699314
SPOCD1,SPOCD1,0.041162573894340984,0.025784704118638004,0.10301817265613836,0.7320230379485478,0.987086157934319,0.1354752507770094
FAM167B,FAM167B,0.024678275763267515,-0.08792341648237054,0.0979838623494486,0.051273942978592814,1.0088454454268174,1.2901032839249038
RP11-415J8.7,RP11-415J8.7,0.002048058676045697,-0.00861094761957717,0.22077512817879566,0.08913336678094473,0.656049854417129,1.0499596888231246
GJB3,GJB3,-0.009083651332337376,0.10186985793530821,0.7089717176445228,0.1675323595354499,0.14937108938098187,0.7759012948340347
RP11-244H3.4,RP11-244H3.4,0.003461241555885563,-0.011799418365444044,0.3583097785040832,0.2989394955032369,0.4457413394966977,0.5244167027393379
ZMYM6NB,ZMYM6NB,1.9668498134855002e-05,-0.007020354120057263,0.9912051961679877,0.19437879927547033,0.003836429935898245,0.7113511049435741
CSF3R,CSF3R,0.0035345444339954504,-0.0045477905827001775,0.07294727188387712,0.4390304115750078,1.1369909454145712,0.35750539519806607
POU3F1,POU3F1,0.0058023490321557425,-0.01697154930487118,0.6759015496553208,0.6847499113067038,0.17011655783823013,0.1644680153266649
NDUFS5,NDUFS5,0.004288785049916301,0.2092379061307847,0.6383189376566017,1.2244403930028117e-10,0.19496227072332256,9.912062351919467
PABPC4,PABPC4,0.04961878556713027,-0.13514989009379044,0.02018403432781932,0.03499359995830765,1.6949920238673235,1.4560113772768544
TRIT1,TRIT1,0.057289496436220076,-0.22692819692943822,0.010217282571972604,0.0009031783696896287,1.99066459548544,3.0442264719211347
MYCL,MYCL,0.010046439641323382,-0.23776361313702749,0.788835123466961,0.03843967232406852,0.10301376035350183,1.4152203230965057
CITED4,CITED4,-0.04897631335111536,0.6204191882463864,0.1544387011939757,7.644773798076257e-08,0.8112438593832725,7.116635360441413
RP5-1066H13.4,RP5-1066H13.4,-0.0013891749253936994,0.008410828710543695,0.7079534708548207,0.4521926836204867,0.14999528470434526,0.3446764687243064
RP11-399E6.1,RP11-399E6.1,0.0006605971023060487,-0.011741560073097733,0.9140167633557393,0.5246544364952843,0.03904583909534311,0.280126650377401
EDN2,EDN2,-0.017058873046638633,-0.015200807878814598,0.31121230671896466,0.7636590878624898,0.5069432374070983,0.11710047559028151
GUCA2A,GUCA2A,-0.005154588244258757,0.017724690135277863,0.4450918578703641,0.38365616256767143,0.3515503502564904,0.4160578214495927
WDR65,WDR65,-3.221769142708924e-06,-0.013392819829270137,0.9997212384386269,0.6299847793108779,0.00012108148508717217,0.20066994315141692
CDC20,CDC20,0.007586374656228504,0.12012186832403786,0.7822947848503751,0.1494741707185291,0.10662956495818558,0.8254338473633456
RP1-92O14.6,RP1-92O14.6,0.0026687578088094004,-0.00545248101939817,0.4128874575498158,0.5780812895282853,0.3841683096649887,0.23801108699250412
BTBD19,BTBD19,-0.0009019904900302351,0.02753638409481559,0.953726386658404,0.5569591982922946,0.020576201614685236,0.25417661919890483
PTCH2,PTCH2,0.005704893535012447,-0.045170429287595265,0.5867011190898781,0.15574416410051503,0.23158308339761877,0.8075882178400792
PIK3R3,PIK3R3,0.010057464869843631,-0.1818515447956488,0.6807034489296357,0.01568207474485101,0.16704204894393299,1.8045964805142802
TSPAN1,TSPAN1,0.04384311228134438,-0.05437835267098378,0.08776249575094605,0.47791417009334036,1.0566910349837975,0.3206500925130786
PDZK1IP1,PDZK1IP1,0.050329833965748826,-0.19539760838113135,0.07922131290981851,0.024761257728080088,1.1011579644466891,1.606227299454336
SLC5A9,SLC5A9,-0.0052194933568626405,0.015403862662851675,0.0017239645672014723,0.002103282925203643,2.7634716645130557,2.677102303828096
BEND5,BEND5,0.005417740242026114,-0.03129620999228556,0.5195991051105092,0.21878208188076806,0.2843316055703385,0.6599882493356805
ELAVL4,ELAVL4,-0.003103535915536911,-0.014798567258288407,0.6722574865863792,0.5034774575120595,0.17246435256312384,0.298019969593553
CDKN2C,CDKN2C,0.06987116864809574,-0.25623119003083566,0.003283182567285691,0.0004221077729692257,2.4837049668715627,3.374576650388684
RP4-657D16.3,RP4-657D16.3,-0.01815742945792174,0.03825935423165008,0.1814640234526389,0.3482008422505736,0.7412094640974054,0.4581701827180153
RAB3B,RAB3B,0.05143563376415845,-0.18806547867999557,0.01801102627079966,0.004464285610733796,1.744461540315011,2.350248028407897
RP11-117D22.2,RP11-117D22.2,-0.001314219287419045,-0.0022908246172068177,0.41251936557211333,0.6347457832999222,0.3845556588384344,0.19740017552026362
MROH7,MROH7,0.0029283727082777635,-0.010277420038061655,0.008410285464537688,0.0023461289474444734,2.075189262992877,2.629648121962774
RP11-67L3.5,RP11-67L3.5,0.0056430052738398575,-0.015726062720675078,0.133486456802142,0.16452042901773645,0.8745627944826269,0.7837801666574368
TMEM61,TMEM61,-0.014117052694211438,0.02668524841948923,0.43702152375769887,0.6252206105109106,0.3594971730547406,0.20396671382044526
TACSTD2,TACSTD2,-0.016548207063848616,-0.11816947087819607,0.662282201642862,0.30208336417406073,0.17895691614767092,0.5198731908019959
JUN,JUN,-0.029130210972883232,0.07971609572192646,0.25550346227675436,0.3011455533869052,0.5926032104509852,0.5212235450910678
RP11-776H12.1,RP11-776H12.1,0.004484882721065715,0.011880528702487328,0.5157546575284588,0.5674665114526567,0.2875568414357109,0.24605976289335477
RP11-230B22.1,RP11-230B22.1,0.004758567084343627,-0.01652082891802692,0.47309096921563487,0.4085566299825659,0.32505534207455944,0.3887477374562459
ATG4C,ATG4C,0.043718762784155187,-0.14769620902989436,0.07212219364774716,0.04435953775931621,1.1419310723736051,1.3530129879878057
FOXD3,FOXD3,0.012112257274883522,-0.07166575467992335,0.22597358137898874,0.01920883357113613,0.6459423313480902,1.7164990062470662
SGIP1,SGIP1,0.018674384348410598,-0.08643085176610667,0.3935261369186086,0.191510165200786,0.40502641770755365,0.7178081690925247
INSL5,INSL5,-7.224680221738475e-17,6.483006151914348e-17,0.14964436069913967,0.6654528419804189,0.8249396447669369,0.1768827158367132
GADD45A,GADD45A,0.03288325647874039,-0.16502343256942,0.22869907103575818,0.04701753397673951,0.6407355994722349,1.327740152930767
GNG12-AS1,GNG12-AS1,0.00807593266713165,-0.051289925872246775,0.25973944021839285,0.019401562888938545,0.5854620997788871,1.7121632841572658
DIRAS3,DIRAS3,0.019353535737359765,-0.14619387903571748,0.5199646156204083,0.10955976099138437,0.28402620975687853,0.9603489238462993
CTH,CTH,-0.014662461205510605,-0.011299115673235919,0.526979887994981,0.8712363729376648,0.2782059591697548,0.05986400166783332
RP11-42O15.3,RP11-42O15.3,0.004028382316019246,-0.026008706927478274,0.4618330759059178,0.11743966293881705,0.3355149666786487,0.9301852038859567
RP3-333A15.1,RP3-333A15.1,0.00024796871048672923,-0.00830200847939747,0.9461249712467545,0.4535609206174087,0.024051494953148633,0.34336437186505586
ZRANB2-AS1,ZRANB2-AS1,8.173312971024585e-05,-0.002133682732270741,0.9557991652926312,0.6312580540399939,0.01963335308804613,0.19979306779951997
C1orf173,C1orf173,0.0003640162371959639,-0.007246203322755014,0.9498677039804406,0.677958620699984,0.02233687832403211,0.16879681254897794
AK5,AK5,0.013178607463633508,-0.006331670754945759,0.5708420123604954,0.9278723931061561,0.24348407153338741,0.03251174660490795
NEXN,NEXN,0.010234715611238995,-0.016793055525439273,0.596527839564097,0.772880880321592,0.22436928328126368,0.11188743623105417
RP11-386I14.4,RP11-386I14.4,0.0023543676555406847,-0.058683607212627914,0.8457030744872217,0.11075551587943674,0.07278209056232635,0.9556346357021829
IFI44L,IFI44L,-0.054682064635430384,-0.4686400927369152,0.11949689108069131,2.99470742380606e-05,0.9226433934946219,4.523645600798312
IFI44,IFI44,0.011245161225294162,-0.4279383623583563,0.7550597918984511,0.00018958910400573915,0.12201865596898409,3.7221866258911995
ELTD1,ELTD1,0.004807490517208032,0.005783184768396116,0.6184717551241008,0.8422159444788204,0.20868012929895308,0.07457654095704877
LPHN2,LPHN2,0.0002303127632915242,-0.12865777951109525,0.9908502448636918,0.036531520191575455,0.00399197895966096,1.4373322550512715
RP11-475O6.1,RP11-475O6.1,-0.013191502545425173,0.03797121178948811,0.07723908912171494,0.09096634340362844,1.112162856484376,1.041119262379958
PRKACB,PRKACB,0.028658083159791514,-0.2052520395352639,0.27681768181925914,0.011293138881572023,0.5578061726283,1.9471853309288187
CYR61,CYR61,-0.01109123133111741,-0.0008680261100409214,0.6514213769251489,0.9906265122568212,0.1861379938087547,0.004090053122428182
COL24A1,COL24A1,-0.010148754283499931,0.024670547505620685,0.12226742024336404,0.21087274465681044,0.9126892510052711,0.6759795492793562
CLCA2,CLCA2,0.0035711618580712675,-0.045547980098337965,0.6753397453904306,0.07949045556165935,0.17047769023864598,1.0996850140573116
GBP1,GBP1,0.006485292324691438,-0.1490518947279575,0.8006619812799807,0.05740539796511222,0.0965507930893328,1.241047267946313
GBP2,GBP2,0.0018796855852855501,-0.08913114794201174,0.9089433558382509,0.07530144275861421,0.041463180599145145,1.1231967027355245
GBP4,GBP4,0.005115195025305356,-0.01333218195762785,0.8292522280746194,0.8519547063336319,0.08131335292368957,0.06958349362796243
HFM1,HFM1,0.0010027692218664693,-0.0041181723780463605,0.8676261107251506,0.8202420133061541,0.061667386610336224,0.08605798964530102
GCLM,GCLM,0.007363160954713112,-0.013213341990284361,0.7083404326895264,0.8235728553193161,0.14975796758636425,0.0842979760162562
ARHGAP29,ARHGAP29,0.01807817011221733,-0.17549552884855374,0.44550845052968313,0.015985362116638528,0.35114405372900687,1.7962775212016997
RP11-148B18.3,RP11-148B18.3,-0.008217348035267207,0.08167875944373933,0.7097054522533671,0.22170681826026095,0.14892185832690327,0.6542209506055188
F3,F3,0.012118703408466092,-0.18168188126445992,0.7167645763431505,0.07435821747558947,0.14462346634655998,1.1286710297365319
LPPR4,LPPR4,0.008959976771591731,-0.03290493112523017,0.15225283793290184,0.08205335680909417,0.8174346035416383,1.0859036472270276
PALMD,PALMD,-0.004922064118587989,-0.03803369197075897,0.7627696222393929,0.4396117643688848,0.11760661132150685,0.35693069401896116
VCAM1,VCAM1,-0.0008199110540770661,-0.09490716645997352,0.9723417998911592,0.1856992474788902,0.012181044010679844,0.7311898561763622
OLFM3,OLFM3,-0.0031331169931005944,0.013616862957134195,0.667131021930059,0.5351908501604199,0.17578886396472276,0.27149132005115995
COL11A1,COL11A1,-0.013834575247841992,0.001989644346413856,0.4710706004517825,0.9724923808063599,0.3269139992641667,0.012113792559289955
RP11-364B6.1,RP11-364B6.1,0.002055184392180962,-0.001181251382498517,0.4380197402988152,0.8820870597093062,0.3585063166427931,0.05448854901167915
SCARNA2,SCARNA2,-0.005256170479918754,0.01886914632282008,0.23108365727384678,0.1544351275807695,0.6362307676613441,0.8112539087973141
RP5-1160K1.3,RP5-1160K1.3,0.00017537333022649832,0.004285244659248625,0.9528846159932773,0.6320076319239041,0.020959684536096278,0.1992776772833977
GSTM3,GSTM3,0.018446271198753403,-0.028320807290200974,0.4513956002143954,0.7006122723996331,0.34544267833739273,0.15452225955506693
EPS8L3,EPS8L3,-0.004809100331175047,0.013227714515034936,0.6170620068868224,0.6478974157075524,0.2096711926997922,0.18849375233772311
CSF1,CSF1,0.009711652983522839,-0.062324885163227685,0.6889919410661007,0.39484290441354164,0.16178585787610616,0.40357566213802337
RP11-96K19.2,RP11-96K19.2,-0.001718082020279175,-0.0010926550299704514,0.34042946898014503,0.8399435777533877,0.46797285263705274,0.07574988619210832
CHI3L2,CHI3L2,-0.014284059258846581,0.00886254295235556,0.15123125771355564,0.7657742368495724,0.8203584360205529,0.115899248829646
PIFO,PIFO,-0.027339224710100772,0.04998188004339996,0.0629237204485173,0.25497603544170294,1.2011856070517222,0.5935006358974566
C1orf162,C1orf162,0.001310727973604237,-0.01553221883548365,0.8574767331247467,0.4806440897444748,0.06677765532323636,0.3181763936351526
ADORA3,ADORA3,-0.0014444928310856588,0.0004005741829697152,0.41626938392680535,0.9401884083842504,0.38062552973440966,0.026785107546606384
WNT2B,WNT2B,-0.005076704167988007,-0.002891148193349827,0.7472670558337898,0.951397981053488,0.1265241637159605,0.02163777452454649
RP11-426L16.9,RP11-426L16.9,-0.0020742419791472894,0.010379666497766388,0.6255148541904637,0.4182181014412033,0.20376237259509616,0.37859717384762037
BCL2L15,BCL2L15,-0.014578294202490596,0.032579373112193416,0.359143195303562,0.49564133580854364,0.44473235774275355,0.3048324812206065
OLFML3,OLFML3,-0.01779324499879377,0.022308237986540306,0.21847528509520922,0.606749914265938,0.6605976852558568,0.21699027636204768
SYCP1,SYCP1,-0.0011555356168302475,0.000271509265271442,0.14775708446529356,0.90936986014337,0.8304516869582252,0.04125944400636217
RP5-1086K13.1,RP5-1086K13.1,0.0036495801511032895,-0.006367387507951727,0.5635785294383389,0.7377624542772575,0.24904556049537888,0.13208345037665056
FAM46C,FAM46C,0.02244817990618154,-0.10188386534710576,0.1157983367824563,0.01918160967487726,0.9362976783580542,1.7171149506802788
WARS2-IT1,WARS2-IT1,-0.0013251913887620378,0.009539437601381727,0.6741364360713639,0.31649086411893484,0.17125219925625917,0.4996388218867493
HSD3B1,HSD3B1,-0.0012522330977836624,-0.013981396818368243,0.8226279547126963,0.4071589975822135,0.08479653629148864,0.3902359635307792
PHGDH,PHGDH,-0.03076925619374174,0.12714073671260803,0.27133405103744546,0.13286682434119895,0.5664957010791468,0.8765834449728153
HMGCS2,HMGCS2,-0.0020967551960803005,0.004545135120006378,0.8958822436656417,0.9249632146280864,0.04774907101544204,0.03387553861416255
REG4,REG4,0.023898506995875413,-0.10562093901716897,0.4363418532789053,0.25467609854979556,0.36017312811721064,0.594011811828745
RP11-423O2.7,RP11-423O2.7,-0.007564399384047699,0.015468862674827175,0.014854200495398043,0.09409082134411602,1.8281507184669157,1.0264527403774855
RP11-435B5.5,RP11-435B5.5,0.014607975788765331,-0.060051659124952285,0.050703052774522674,0.008429537351546798,1.2949658914907995,2.074196260628402
TXNIP,TXNIP,0.04289938196011691,-0.20749778532884977,0.12209419869021215,0.014367019864543213,0.9133049710811965,1.8426333077605572
ITGA10,ITGA10,0.0039064040289166725,-0.03217940229779142,0.7595210015511984,0.40359276145289436,0.11946021293787021,0.3940566315561777
RP11-315I20.3,RP11-315I20.3,-0.00013607971224699077,0.011085083145119528,0.9716388586397011,0.33800461495532375,0.012495124830955889,0.47107737003018924
ANKRD35,ANKRD35,0.0010654624577499448,-0.009783902490126445,0.7766707642987652,0.3883724265792893,0.10976304239624238,0.4107516114353716
LINC00624,LINC00624,-0.0013285649413924147,-0.001520876523818301,0.42537467562308506,0.7614361410271917,0.3712283690748775,0.11836651355241386
NBPF24,NBPF24,0.0017959088564727776,-0.005221627187220709,0.40843766998025754,0.42481036416801565,0.38887420999818945,0.3718048962437455
RP11-277L2.5,RP11-277L2.5,0.0014433430652359815,-0.012835621353987373,0.6704875687746203,0.21147844041857083,0.17360926980736202,0.6747339010289191
HIST2H2BF,HIST2H2BF,-0.006149806767539836,-0.0006101397963903796,0.44828354436163687,0.9800290702752199,0.3484472029680351,0.008761041784171378
RP11-196G18.3,RP11-196G18.3,0.00809724526587161,-0.030337369850180346,0.17551723796350402,0.09322201618747562,0.7556802240141639,1.030481508466014
HIST2H3D,HIST2H3D,0.0064949612834006125,-0.01712785171021045,0.3062931585539875,0.3699703224219809,0.513862703602941,0.43183311194733237
HIST2H4A,HIST2H4A,0.0030381444784726612,-0.0301769572105911,0.45719936923451,0.01629293357087866,0.3398943774415867,1.788000713178169
HIST2H2AA3,HIST2H2AA3,-0.021284118804378156,-0.10096676919080005,0.3123185794866967,0.11362197664709893,0.5054021793031437,0.9445376597035355
HIST2H2BE,HIST2H2BE,-0.019757375917361923,0.07751205953870685,0.5287632702329279,0.4124620172200575,0.27673872010557277,0.3846160385594892
HIST2H2AB,HIST2H2AB,-0.004593111653176631,0.03638014111669232,0.6112043355771073,0.18384975309917304,0.21381357375413462,0.7355369490300316
RP4-790G17.7,RP4-790G17.7,-0.004971266551862273,0.005304782545235394,0.2401373457093298,0.6758766915436476,0.619540294027761,0.17013253048877647
ECM1,ECM1,0.024050657817090596,-0.10437643027167794,0.15260953222494622,0.04096628106283043,0.8164183388359036,1.3875734597031781
RP11-54A4.2,RP11-54A4.2,-0.0024871650911526435,0.014581687339155965,0.4919307752699079,0.1832051289327215,0.3080960070568173,0.7370623721747236
ADAMTSL4-AS1,ADAMTSL4-AS1,0.0031340328068239338,-0.005751592948015749,0.5257666154760033,0.6987839557286654,0.27920699368582635,0.15565707509508703
ENSA,ENSA,0.014280614496731582,0.0911310675259901,0.2561729278390734,0.018002160778583846,0.5914667680781884,1.7446753639025308
CTSS,CTSS,-0.015343540762727752,0.00796860831793266,0.36093342613702517,0.8744416725781807,0.4425728959547933,0.058269153735047825
CTSK,CTSK,0.005498787615073019,-0.05259561816713087,0.7433777999849911,0.3003200965413885,0.12879041268874358,0.5224156051136933
ANXA9,ANXA9,-0.0009618596206854128,-0.024805964576714076,0.944186445454003,0.549432722490417,0.02494223850207896,0.26008547892742145
C1orf56,C1orf56,-0.003454949429194099,-0.14722198370265305,0.907629764992635,0.10420034731500737,0.04209127021317987,0.9821308334670145
MLLT11,MLLT11,0.006102149883093114,0.044171030770010666,0.8910937759644819,0.7422036324822294,0.05007658974441043,0.12947692446429393
SELENBP1,SELENBP1,0.02629841331432186,-0.08679862607474545,0.061816176459105414,0.041243380886429676,1.2088978610337282,1.384645741057351
CELF3,CELF3,-0.007989681707298739,-0.0019890183024159343,0.2610208392882281,0.9256243620097095,0.583324818230325,0.0335652234738203
S100A10,S100A10,0.011644459077101741,-0.041037625388578206,0.5142637640189327,0.44566791948020346,0.28881407579760143,0.35098862661420505
NBPF18P,NBPF18P,-0.0012515524705419409,-0.019662953079402183,0.7577737039443886,0.11105838991163006,0.12046046956775094,0.9544486270777796
S100A11,S100A11,0.019339086736192074,0.12425984358556606,0.1949801606275539,0.006844791695068119,0.7100095761672852,2.164639764047012
TCHHL1,TCHHL1,0.00259447192251942,-0.009257893998969457,0.22970839919193753,0.15567422576589146,0.6388231247178108,0.8077832855322871
RPTN,RPTN,0.0010083334253584509,8.975425913748114e-05,0.6002238729408481,0.9876299498392049,0.22168673520191695,0.0054057485774084285
