,names,scores,logfoldchanges,pvals,pvals_adj
5156,CD96,2.8411155,0.9774683,0.004561942618171145,0.015394017175544367
5157,SMURF2,2.8393793,1.6921736,0.004596332738509277,0.015496688557935779
5158,MARS2,2.8392794,2.6412742,0.004613474473144861,0.01555176981015295
5159,ZNF623,2.8391883,1.5938227,0.0045959131830540885,0.015496688557935779
5160,CD99L2,2.8374805,1.6170037,0.004621568279235823,0.015573621560207328
5161,NR1D1,2.8373826,2.0494633,0.004628764308386942,0.015595151702424823
5162,SIKE1,2.837262,0.79880166,0.004616621193450525,0.015559663652694889
5163,POU6F1,2.8371503,3.1708193,0.004649876273386111,0.015658093813289222
5164,CEP162,2.835984,1.9421895,0.0046486655536138784,0.01565674446520346
5165,ZNF330,2.8352504,0.6976506,0.0046441670859515395,0.015644319554610896
5166,MAP3K7CL,2.8350112,2.0750728,0.004661572130516061,0.01569474441922051
5167,KBTBD4,2.8337963,0.941377,0.004665822076750118,0.015706317471526128
5168,TRIM35,2.8334906,2.1824543,0.004701512660660075,0.015809940538952433
5169,MAPK11,2.8334768,2.214062,0.004688338243660681,0.01577661732446332
5170,ATXN7L3,2.8328264,1.6514243,0.004697467353639785,0.01579932633955934
5171,SDR39U1,2.8320265,0.6371761,0.004689251776951467,0.015776944751382926
5172,UNC119,2.8314505,0.6022172,0.004697538852162426,0.01579932633955934
5173,ZNF383,2.8312924,1.3534749,0.004707569883420679,0.01582755579694526
5174,BRCC3,2.8311677,1.044722,0.004710138795917778,0.01583343874544256
5175,FSD1L,2.8307152,3.2938612,0.004748189385798701,0.015950252457091255
5176,PRMT5-AS1,2.8299973,3.180069,0.00475462212101941,0.01596908618196076
5177,PGM3,2.8296735,1.4758823,0.004734074463510476,0.015905601478392838
5178,ADPRHL2,2.8292453,0.6764861,0.0047308032319779,0.015900138353486495
5179,DBF4B,2.829076,2.2196138,0.004774099418001658,0.016028933064192123
5180,AC093484.3,2.8286688,4.9033766,0.0048002539371420445,0.01609996674492774
5181,AP003354.2,2.828629,3.997074,0.004794270934102302,0.016088274806469342
5182,CLDN4,2.8276699,2.5150247,0.00477750901728942,0.016037594962693157
5183,BMI1,2.8271608,1.1231921,0.00476241953852078,0.01599249604935166
5184,AL354733.3,2.8271203,2.4355397,0.004784134578374821,0.016057047623790052
5185,ZBTB22,2.8266537,2.177456,0.004798309314273633,0.016099031545841875
5186,FBXO41,2.8247118,1.8958542,0.004815511503221643,0.01614553718053272
5187,ACTR1A,2.8245382,0.7806436,0.004801384545254869,0.016100964933246247
5188,MAK,2.8236823,24.000738,0.004877262155910201,0.01634407077177328
5189,RFXAP,2.8225186,1.7652519,0.004844285440073963,0.016239194115711002
5190,ACVR1,2.8220472,3.9326696,0.004891922581941759,0.016381838459173986
5191,RAD51D,2.8211987,1.1207461,0.004858788423789673,0.016284987245262804
5192,LINC00893,2.8209605,2.505418,0.0048856990474757,0.016366537285996477
5193,RNF144B,2.820668,1.7205058,0.004878409396974249,0.016345081510507065
5194,SPRY2,2.819472,23.679585,0.004940992325212332,0.016531840168604667
5195,SIRPA,2.8179252,1.8187988,0.004920542988938723,0.01646912128713361
5196,SRP72,2.8170469,0.5524176,0.004912398695170811,0.016447558354227714
5197,ZNF414,2.8160455,1.1993685,0.004934910447039147,0.016514349728327504
5198,PIAS3,2.8157616,1.6666244,0.00495108272508803,0.0165598681421053
5199,RBMXL1,2.8152354,1.3273783,0.004949051392179697,0.01655593879533426
5200,ACTR6,2.8145313,0.8570931,0.004952255547364064,0.01656092516868512
5201,FBXL6,2.8142347,1.3433145,0.004965580442460703,0.016602612761169856
5202,POLA1,2.813931,1.5293891,0.0049806116049392534,0.01664998991903681
5203,HSF5,2.8115687,2.4599695,0.005023172593836082,0.016786463185729187
5204,SERPINB9P1,2.8106995,3.7483244,0.005069267094432793,0.01692587038664561
5205,CXorf38,2.8105893,0.7743126,0.005013916345712437,0.016758427986559864
5206,E2F3,2.8102567,1.1655668,0.005027300873860511,0.01679735498545373
5207,GPN1,2.8085337,0.84373766,0.005046310315112578,0.016855042695837402
5208,GALNT10,2.8083067,1.3990537,0.005059688423230954,0.01689680676099363
5209,ICA1L,2.807442,23.84211,0.0051272730686989735,0.01709592222613118
5210,LRRC59,2.806749,0.60050625,0.005071507343087658,0.0169304258090745
5211,FAM3A,2.8067205,1.0223385,0.005074037456777809,0.01693594715974068
5212,FAM76A,2.80669,1.1200174,0.0050757515286971745,0.016938743318057264
5213,ZNF865,2.8065267,2.7486923,0.005103743680624904,0.017026279185847214
5214,ZNF19,2.8059888,4.6774364,0.005146672490559155,0.01715172975345136
5215,ALG14,2.8055859,1.5848953,0.0051101409677421295,0.01704467899318164
5216,POLR1E,2.8049295,0.76635426,0.005101144475536221,0.017020545756540585
5217,TVP23A,2.8042471,4.565715,0.005173667367180521,0.0172238747055171
5218,EML2,2.8038962,0.8244056,0.005118067131069383,0.017068171079441013
5219,GTF2F2,2.8028197,0.6919161,0.0051334336370780186,0.017113511343753197
5220,C16orf46,2.802755,23.981348,0.005201551750445108,0.017313723744507233
5221,MRPS5,2.8025022,0.6528213,0.005139833627891525,0.017131892428611017
5222,PEX10,2.8019223,1.0764471,0.005152065266020598,0.017159016599653756
5223,HDAC3,2.8019204,0.66647905,0.005148717295450014,0.017155586382305348
5224,MRPL47,2.801715,0.5480884,0.005150563416825288,0.017158779780044122
5225,GPAM,2.7985423,2.1225448,0.005227226512501309,0.0173961882334948
5226,TMEM94,2.7979434,1.6760765,0.005232550695804408,0.017410706852226364
5227,ANKRD16,2.7970562,1.7220315,0.005243839420255927,0.017442466383432595
5228,LRP2BP,2.7964978,2.7191782,0.005262144224268554,0.01748830565868069
5229,WDR4,2.796136,1.3796514,0.00525433807101277,0.01746836955187579
5230,CPSF2,2.7961152,1.0120158,0.005249786373702548,0.017456239603870043
5231,NPLOC4,2.795338,1.0691619,0.005260087506252655,0.01748447659645014
5232,AL357078.1,2.7944078,23.769342,0.005336258719923206,0.01772243037755939
5233,GUCD1,2.7936506,0.77074337,0.005280585886442759,0.01754657806413135
5234,USP51,2.792289,3.4810321,0.005359616135605765,0.01778472451246761
5235,CDIPT,2.7905123,0.75518036,0.0053331214570377095,0.017715054930930035
5236,TNFSF12,2.7899935,0.6442221,0.005339628848584197,0.017730576535695576
5237,ZNF766,2.7899845,0.93620104,0.005343211468288789,0.017739425364231193
5238,TAF5L,2.789651,1.5350676,0.005358263718779193,0.01778472451246761
5239,PMPCA,2.789039,0.83071923,0.005359331758323635,0.01778472451246761
5240,CRY1,2.7870648,2.3595436,0.005418957721552544,0.017965081496851935
5241,WBP4,2.786787,0.8949122,0.005397330609248511,0.01790065259886144
5242,TMEM206,2.785881,1.0885649,0.005414258879316929,0.017953715882366945
